SINNO ID,use_sectors,Innovation name in Swedish,Description in Swedish,Additional Info,innovation_type,bioeconomy_vision,notes
10107001,2,,"Rotator för vridning av hängande kranlaster. Den nya rotatorn kännetecknas av enkel konstruktion, högt vridmoment, låg vikt och lågt pris. Eftersom den har konstruerats för att klara laster på upp till 8000 kg bör den enligt uppgift inte bara bli intressant för skogsindustrin utan även för bygg- och transportsektorerna samt för den tyngre verkstadsindustrin.","Högt vridmoment, klarar tung last.",9,"0,9",check articles
10148001,2021,,"Station för inmätning av timmer. Mätningen av timmer kan nu utföras i uppvärmd lokal med rätt belysning. Stor vikt har lagts vid den ergonomiska utformningen av arbetsplatsen. Stationen kännetecknas av en ombonad arbetsmiljö. Bländfri belysning, låg bullernivå och rätt arbetshöjd på mätbordet. ",Arbetsförhållanden förbättrade. ,501,9,check article
10148001,20101,,"Station för inmätning av timmer. Mätningen av timmer kan nu utföras i uppvärmd lokal med rätt belysning. Stor vikt har lagts vid den ergonomiska utformningen av arbetsplatsen. Stationen kännetecknas av en ombonad arbetsmiljö. Bländfri belysning, låg bullernivå och rätt arbetshöjd på mätbordet. ",Arbetsförhållanden förbättrade. ,501,9,"check article, duplicate"
10190001,1,,"Traktorserie. Konstruktionen är unik i det avseende att framaxeln är placerad mitt under motorn och att den rymliga bränsletanken på 180 L bildar en bärande del av chassiet. Axelns placering ger mycket gynnsam viktfördelning och därmed goda dragegenskaper. Kraftöverföringen till den drivna framaxeln är helt inbyggd och väl skyddad. Fyrhjulsdriften tillsammans med att traktorn är robust och har släta botten- och sidoytor, stor frigångshöjd och låg tyngdpunkt gör den också användbar i skogskörning. ",Framkommen genom samarbete.,9,0,"check article, possible use in forest"
10360001,13,Rocket Boomer L2 C/MC 2,"Borrigg. Borriggarna är uppbyggda av fem basmoduler -bakrigg, motor, kraftaggregat, bomkonsol och bommar. Konstruktionen ger stora fördelar, t ex god åtkomlighet vid service och underhåll. Det är dessutom enkelt att montera riggarna för transporter i de underjordiska schakten. Riggarna representerar den senaste tekniken med intelligenta styrsystem för bergborrning. Det ger en effektiv borrning med god ekonomi. ","Effektiv, produktiv. Enkel att hantera.","106,0",9,not forest
10385001,17,Deisgner 1,PC-styrd symaskin.,"Styrs med hjälp av dator, ökar möjligt arbetstempo.",601,9,not forest
10385001,18,Deisgner 1,PC-styrd symaskin.,"Styrs med hjälp av dator, ökar möjligt arbetstempo.",601,9,not forest
10506001,17,mute:on,Ljuddämpande tyger. ,,213,9,"not forest, check article"
10544001,20,Retherm-A,Värmeväxlare i plast som möjliggör värmeåtervinning även i mycket korrosiva miljöer. Värmeväxlaren består av ett antal oflänsade rörslingor infästade till två större fördelningsrör - ett i vardera änden av rörslingorna. ,Möjliggör värmeväxling i mycket korrosiva miljöer; korrosionsbeständighet,"106, 203,0",0,check article
10550001,4100,puls-IR-instrumentet,Instrument som använder infrarött ljus för att mäta koncentration av exempelvis aktivt slam i ett reningsverk. Mätaren arbetar genom att en infraröd ljusblixt får genomlysa slammet. Sedan mäts det ljus som tränger igenom slammet och på så sätt får man fram slam-koncentrationen. Instrumentet har ett stort mätområde och flera användingsmöjligheter.,Reduktion av polymerförbrukning; stort mätområde,"201,103",9,not forest
10564001,1115,Biomatic Komplett,"Varmluftsanläggning för eldning med flis, sågspån och torv, i första hand avsedd för spannmålstorkar, växthus, sågverk och industrier. Systeet är uppbyggt av två enheter, en varmluftspanna med automatiskt styrd förbränning samt en fastbränslebehållare (kallad Biomatic Komplett). Fastbränslebehållaren består i sin tur av bränslebehållare och en helautomatisk utmatningsanordning vilket minskar risken för att bränslet fastnar.",Automatisering (av förbränningen),"602,110,501",0,"check article, possible big contribution to pulp and paper greening"
10564001,20101,Biomatic Komplett,"Varmluftsanläggning för eldning med flis, sågspån och torv, i första hand avsedd för spannmålstorkar, växthus, sågverk och industrier. Systeet är uppbyggt av två enheter, en varmluftspanna med automatiskt styrd förbränning samt en fastbränslebehållare (kallad Biomatic Komplett). Fastbränslebehållaren består i sin tur av bränslebehållare och en helautomatisk utmatningsanordning vilket minskar risken för att bränslet fastnar.",Automatisering (av förbränningen),"602,113,0",0,check article
10574001,4100,,"Miljövänligt renspumpsystem med ett patenterat magasin. Systemet består av en mammutpump med kompressor, en dykarledning och ett magasin.  Risken för bräddning vid driftstopp och därmed förorening av näraliggande vattendrag elimineras i renspumpsystemet som inte har något bräddvlopp.",Patenterad teknologi som förhindrar driftstopp.Energibesparade; eliminerar risk för bräddning vid driftstop och därmed förorening av näraliggande vattendrag; medför lägre kostnader.,"207,401,212,203",0,"check article, maybe not forest"
10579001,4100,,Anläggning för vattenrening baserad på principen att man använder recipienten havet som utjämningsbasäng. Systemet består av horisontella flytbassänger där själva recipientvattnet används som balanserande medium I flytbassängerna finns förstärkta och väl tilltagna plastskynken som förankras mot recipientens botten.,Ny metod där havet används som utjämningsbassäng.,212,9,"check article, not forest"
10695001,1,Hector,"Alla som arbetat med en lasttraktor vet hur besvärlgit det kan vara att byta fårn skopa till gaffelram med spridning. Man får springa ut och in i hytten för att koppla om hydraulslangar och får sig samtidigt en dos olja på kläderna. Innovatören Ahrne Rönnblom har nu löst problemet. Genom en enkel installation kan föraren istället ändra gafflarnas spridning via knappar i förarhytten. Uppfinningen gör det även möjligt att flytta gafflarna parallellt, vilket bland annat underlättar lastning och lossning i trånga utrymmen. Gaffelstället Hector är uppbyggt på ett helt ny sätt. Genom en enkelt utformad manöverpanel i förarhytten, som står i förbindelse med gaffelstället kan spridningen styras elektriskt. Den knappstyrda gaffelsprindingen ger användaren livstids garanti mot hydrauloljeläckage och borta är också alla hydraultuber som skymmer sikten. med hjälp av tekniken kan gafflarna placeras precis där föraren vill ha dem. Möjligheten till parallellförflyttning är dessutom helt unik, eftersom detta inte gått att genofmöra med traditionell hydraulik. Godset kan nu hatneras på ett särkare sätt. Det slarvas nämligen ofta med gafflarnas inställning, på grund av allt ""böaknde"" med hydraulslangarna. - Speciellt bra är Hector för den som byter redskap ofta. Tekniken kan naturligtvis också anävndas på andra typer av redskap för lasttraktorer, till exempel för sophantering och vibration, säger Ahrne Rönnblom. Stålteknik i Skellfteå, tel 0910-70410",,9,9,not forest
10698001,13,BIS (Boliden Information System),"Apart from the BOXRAY one of the most well-known systems from Boliden is the BIS, Boliden Information System. Already in the mid 70's Boliden had developed its first centralized information system, based on colour graphics screens. From 1983 they have used 'open systems', based on the growing industry standard operating system UNIX. This has communication facilities with all kinds of other computers, from mainframes to personal computers. This system now is known as the BIS. It comprises modern process control stations, equipped with colour screens to provide the operator with easy access to informatoin. They also have a rugged design, to withstand the process environment. This allows the operators to be mobile within the plant and still have access to all informatoin. The information includes a voice system, reading digitally pre-recorded alarm texts including actual process values, to a helmet mounted radio reciever, in order to allow the operators to take appropriate action. The main functions in the BIS system are: Process graphical representation, trend informatoin, alarm ifnormatoin, machine statistics, reports and as a control station for start/stop and sadjustment of controller parameters, such as set-points etc. C--- Today, some 30 BIS system[s] are installed worldwide - from CHina to SPain and in nearly all Swedish complex sulphid-ore mines. [---] Source 2: BIS, det färgbildskärmsbaserade informations- och styrsystemet, började utvecklas 1981 och redan då valdes operatvsystemet UInix.""",,106,9,not forest
10701001,13,R35 Magnum,"Den nuvarande trenden inom drifter- och tunelborrning är att använda kraftulla datorstyrda riggar med borrmaskiner på 18 kW eller mer. Detta har självklart lett till att borrningen har blivit mer automatiserad. Påkänningarna på borrsträngen har ökat, inte minst på grund av att operatören utför inriktning och påhugg med hjälp av sin datorskärm. Sneda påhugg mot berget är vanliga och riskerna för alltför höga påkänningar, som resulterar i böjskador och brott, är betydande. Secoroc har med R35 Magnum stänger och kronor lösningen på detta problem. Drifterstången är heluppkolad och har betydligt minskat risken för böjskador. En ytterligare fördel är att borrstänger på upp tilll 6,1, meter kan användas, vilket ökar produktiviteten i borrningen. Mer robust gänga samt större diameter på kronsidan.",,9,9,not forest
13013001,201,Cambio 600,"Maskin för att barka timmer med högre prestanda. ""Traingelmatarverk med piggvalsar och pneumatiskt styrda barkningsverktyg med hårdmetallplattor är några av anledningar till barkningsresultatet med minimala vedskador."" (NTT, 2007, nr.14, p.13).",,112,"2,3,0",check article
13014001,20101,Eurosaw S6 D,"Ny, ställbar dubbelaxlig klingsåg för fyrsidigt reducerade block. Den har sex ställbara klingor på teleskopiska axlar som medger ögonblickliga omställningar. Tekniken med mötande klingor på dubbla axlar garanterar hög prestanda och produktkvalitet. (NTT, 2007, nr.14, p.13)",,0,2,check article
13016001,20101,Catech 6000,Kantautomat med nytt styrsystem för såväl bemanand som obemannad drift.,,0,"9,0",check article
13017001,20510,,Våtslipsystem för eggverktyg (dvs. en slipmaskin för exempelvis knivblad och dylikt). En central funktion är den jigg som sitter på maskinen som tillåter att slipningen av det använda objektet sker i samma vinkel hela tiden.,,9,9,check article
,,,,,,,
